symbol,entry_date,exit_date,entry_price,exit_price,shares,direction,breakout_level,atr_at_entry,stop_price,target_price,bars_held,gross_pnl,transaction_costs,net_pnl,return_on_trade,exit_reason,trade_outcome,test_start,test_end,chosen_param_id
NVDA,2025-05-21 11:00:00,2025-05-21 15:00:00,136.75,131.60028571428572,194,long,136.35,4.291428571428573,131.60028571428572,147.04942857142856,1.08,-999.0445714285706,12.411991085714288,-1011.4565625142849,-0.03812573031961721,stop_loss,Stop-loss triggered,2025-04-22,2025-07-22,0
NVDA,2025-05-29 09:30:00,2025-05-30 09:30:00,141.59,136.53714285714287,195,long,137.4,4.210714285714287,136.53714285714287,151.6957142857143,6.5,-985.3071428571413,12.846958571428573,-998.1541014285699,-0.03615183968984373,stop_loss,Stop-loss triggered,2025-04-22,2025-07-22,0
NVDA,2025-06-05 11:00:00,2025-06-10 11:00:00,143.75,142.75,194,long,143.49,4.204285714285717,138.70485714285715,153.84028571428573,32.5,-194.0,13.116200000000001,-207.1162,-0.007426847153742716,timeout,Timed out,2025-04-22,2025-07-22,0
NVDA,2025-06-24 09:30:00,2025-06-26 09:30:00,147.13,155.16485714285713,243,long,146.2,3.347857142857141,143.1125714285714,155.16485714285713,13.0,1952.4702857142838,17.121530057142856,1935.3487556571408,0.05413170781912977,profit_target,Successful,2025-04-22,2025-07-22,0
NVDA,2025-07-03 09:30:00,2025-07-08 09:30:00,158.8,158.79,222,long,158.71,3.740714285714286,154.31114285714287,167.7777142857143,32.5,-2.2200000000042905,16.320996,-18.54099600000429,-0.0005259319899245549,timeout,Timed out,2025-04-22,2025-07-22,0
NVDA,2025-07-11 09:30:00,2025-07-16 09:30:00,166.17,170.2,223,long,164.42,3.7078571428571387,161.72057142857142,175.06885714285713,32.5,898.6900000000003,17.232101999999998,881.4578980000003,0.0237872419811037,timeout,Timed out,2025-04-22,2025-07-22,0
NVDA,2025-07-17 09:30:00,2025-07-22 09:30:00,173.17,168.5122857142857,215,long,172.4,3.8814285714285677,168.5122857142857,182.48542857142854,32.5,-1001.4085714285727,16.842338285714284,-1018.250909714287,-0.027349140976249634,stop_loss,Stop-loss triggered,2025-04-22,2025-07-22,0
NVDA,2025-09-30 10:00:00,2025-10-06 09:30:00,186.87,186.3,149,long,184.55,5.554285714285718,180.20485714285715,200.2002857142857,38.86,-84.92999999999898,13.120466,-98.05046599999898,-0.0035214685010538844,timeout,Timed out,2025-07-23,2025-10-20,0
NVDA,2025-10-09 09:30:00,2025-10-10 11:00:00,194.4,187.96457142857145,154,long,191.03,5.362857142857144,187.96457142857145,207.27085714285715,6.91,-991.0559999999982,13.7768288,-1004.8328287999982,-0.03356424124846341,stop_loss,Stop-loss triggered,2025-07-23,2025-10-20,0
